Unnamed: 0,text_data,sentiment
6859,Mahfud Md Berharap Dukungan PDIP untuk Penguatan Kembali KY ,Positive
4782,Harga Tiket Masuk Terbaru Wisata Gunung Bromo via Probolinggo ,Positive
4868,Labuan Bajo Marathon 2022 Beri Kesempatan kepada Warga Lokal ,Positive
6644,Partai NasDem Siapkan Panggung Sosialisasi bagi Anies Baswedan ,Positive
4165,Bela Diri Pencak Silat Indonesia ,Positive
4511,Dosen Unair Jadi Psikolog Tim Indonesia di ASEAN Para Games 2022 Begini Perannya ,Positive
7717,Mobil Listrik Semakin Populer Kenali Jenisnya Sebelum Membeli ,Positive
6319,Ini Pesan James Riady untuk 1154 Wisudawan UPH ,Positive
2278,Fans Kpop Yakin YG Entertainment dan SM Entertainment akan Berkolaborasi Ini Alasannya ,Positive
3779,Daftar Vitamin dan Mineral untuk Ibu Menyusui agar ASI Lancar Berkualitas ,Positive
379,Ada Posisi Buat Semua Jurusan Simak Info Lowongan Kerja 2021 di Garudafood Ini ,Positive
3227,Bertemu Dewan Direksi BPJS Ketenagakerjaan Presiden Kelola Dana dengan Hati,Positive
5689,Pakar Menjawab Setelah Kemdikbud pakai model kemitraan vendor ala shadow organisation apa hasil dan dampaknya bagi dunia pendidikan ,Positive
3809,4 Khasiat Salak untuk Kesehatan yang Tidak Terduga Nomor 2 Bikin Pria Tersenyum Penuh Arti ,Positive
3725,9 Manfaat Mangga untuk Kesehatan Rendah Kalori hingga Penambah Imun ,Positive
740,Bukalapak Punya Dirut Baru Apa Kabar Saham BUKA ,Positive
4990,Garuda Indonesia Tambah 10 Armada untuk Kendalikan Harga Tiket Pesawat ,Positive
4511,Dosen Unair Jadi Psikolog Tim Indonesia di ASEAN Para Games 2022 Begini Perannya ,Positive
7349,Apple Bikin iPad Pro dengan Layar Seukuran Laptop ,Positive
6062,Bamsoet Ajak Mahasiswa Magister Hukum Universitas Indonesia Kaji Efektivitas Pemilu dan Pilkada Langsung ,Positive
667,Lowongan kerja PT Antam Resourcindo Tingkat Pendidikan S1 Daftar di Sini ,Positive
3770,Konsumsi Es Sebagai Camilan Ternyata Bisa Bantu Asah Rasa pada Anak ,Positive
598,Sektor Properti Mulai Bangkit Simak Kinerja Sahamnya ,Positive
1547,Sri Mulyani Siapkan Dana Bansos Rp4791 Triliun Tahun Depan ,Positive
7135,Puan Maharani dan Prabowo Akan Berkuda di Hambalang Pekan Depan ,Positive
7591,Cek Daftar Harga Macbook Air M1 Terbaru di iBox Per Juli 2022 ,Positive
113,Nagita Slavina Mumet Punya Banyak Bisnis Tapi Orang Mikirnya Wah Tambah Kaya Yah ,Positive
3676,5 Manfaat Bengkuang Untuk Kesehatan Baik Untuk Melancarkan Pencernaan ,Positive
2681,Ulasan Tentang G20 Indonesia Apa Itu G20 Sejarah dan Anggotanya ,Positive
6678,NasDem Asahan Serahkan 3 Hand Traktor untuk Kelompok Petani ,Positive
28,Akuisisi Saham Axle Asia Bolttech Siap Genjot Bisnis Asuransi Digital ,Positive
6733,Partai NasDem Sumbar percaya diri raih 10 kursi di DPRD Sumbar di Pileg 2024 ,Positive
6357,Percaya Anies Baswedan Bakal Pilih Cawapres Terbaik Nasdem PositiveThinking ,Positive
4430,PSSI Apresiasi Kepala Daerah yang Bantu Tim Nasional ,Positive
5652,Terapkan Kampus Merdeka LP3I Tingkatkan Pendidikan Vokasi ,Positive
6655,Pejuang Duafa Ikhwan Lubis Hadir dalam Program DPP Partai NasDem dari 100 Caleg DPR RI ,Positive
7277,Urus Izin Terbang Drone Bisa lewat Aplikasi dan Dimonitor secara Real Time ,Positive
5622,Berdaya Foundation Berikan Beasiswa Berdaya Untuk Mahasiswa Sediakan Uang Saku dan Asrama ,Positive
2770,AS Tegaskan Komitmen Bantu Arab Saudi Pertahankan Diri dari Ancaman Eksternal ,Positive
3577,5 Hal Sederhana untuk Jaga Kesehatan Mental Kamu ,Positive
7790,Wow Golden Ratio Menemukan Bahwa Amber Heard Memiliki Wajah Paling Sempurna Didunia ,Positive
7110,Puan Maharani dorong peningkatan kerja sama Indonesia,Positive
4218,Mengenal PSHT Perguruan Silat Tertua di Indonesia Sejak 1922 ,Positive
1070,Berapa Lama Catatan Kredit Jelek Bisa Bersih Lagi ,Positive
5287,Rekomendasi Tempat Wisata di Bandung Terfavorit dan Hits Wajib Dikunjungi ,Positive
7238,5 Pengaturan Android yang Berguna untuk Kamu Ayo Coba ,Positive
5254,7 Tempat Wisata dan Healing di Bandung Ada Bangunan yang Memiliki Nuansa Thailand ,Positive
1675,TXT Ungkap Rahasia BigHit Music Yang Selalu Berhasil Mencetak Idol K,Positive
4366,PSSI Dukung Kepolisian Usut Tuntas Insiden di Kanjuruhan ,Positive
6357,Percaya Anies Baswedan Bakal Pilih Cawapres Terbaik Nasdem PositiveThinking ,Positive
4621,Daftar Pemain Timnas Basket Putri Indonesia 3x3 dan 5x5 untuk SEA Games 2022 ,Positive
5307,5 Rekomendasi Wisata Outdoor di Bandung Raya Keren Habis ,Positive
4165,Bela Diri Pencak Silat Indonesia ,Positive
6219,Tim Robot RR EL Ganador UMS Raih Juara 2 Nasional di Ajang KRI 2022 ,Positive
3911,Pendiri BioNTech Optimistis Vaksin Kanker Siap Sebelum 2030 ,Positive
451,Pengamat Sebut GOTO Punya Prospek Baik ,Positive
2820,Pajak PBB P2 Sudah Lebihi Target Pada September 2022 Vinson Warga Bisa Bayar Pajak di Ketua RT ,Positive
2439,Sekolah di Amerika Serikat Sebelum Merdeka Bisa Bayar Pakai Kayu Bakar ,Positive
6918,Survei sebut PDIP dan PSI unggul di DKI Jakarta ,Positive
6609,Dipimpin AHY Demokrat Akan Daftarkan Diri Jadi Calon Peserta Pemilu 2024 Besok ,Positive
6453,Ganjar Pranowo Safari ke Empat Provinsi Sepekan Terakhir ,Positive
5849,Ini Juara OSN Tingkat Nasional 2022 Jenjang SMAMA Bidang Ekonomi Cek dari Sekolahmu ,Positive
6061,Mahasiswa UNDIP Berhasil Raih Juara Pertama pada Pilmapres Tahun 2022 ,Positive
3742,11 Manfaat Buah Mangga Untuk Tubuh Dapat Bantu Awet Muda ,Positive
5455,Cerita Perjalanan Wisata Kota Tua Festival Inijakarta ,Positive
6660,Pengamat Andika Bisa Jadi Cawapres Alternatif Koalisi Partai NasDem ,Positive
2120,Genap 1 Tahun Gading Marten Bersyukur KUY Entertainment Mampu Berkembang Dalam Waktu Cepat ,Positive
320,Garudafood Teknologi Mempercepat Performance Analysis dan Decision Making ,Positive
4853,Poltekpar Bali tingkatkan kapasitas SDM pariwisata di Labuan Bajo,Positive
6320,Daftar Keluarga Kaya Pemilik Kampus Terkenal di Indonesia ,Positive
6812,Punya Kekuatan Anak Muda PSI Kota Siantar Targetkan 3 Kursi di DPRD ,Positive
3238,Suka Duka Sri Daryati Beri Edukasi Peserta BPJS Kesehatan ,Positive
6654,Rachmat Gobel Ajak Kader Nasdem Pandai Bersyukur Solid Kita Pasti Menang  WartaKepricoid ,Positive
2248,SM Entertainment Diabadikan Dalam Sebuah Plang di Los Angeles Amerika ,Positive
4080,Kiprah Juara Ganda Putra Olimpiade Babak Belur di 2022 ,Positive
4630,Pemain Naturalisasi Bakal Jadi Kunci Timnas Indonesia pada FIBA Asia Cup 2022 ,Positive
5305,Rekomendasi Wisata Alam di Bandung yang Murah 2022 Ada yang Seperti di Luar Negeri ,Positive
458,Dikabarkan Bakal IPO Seberapa Menarik Mesin Bisnis GoTo ,Positive
2030,Justin Bieber sampai The Script 5 Musisi Internasional Konser di Indonesia Tahun Ini ,Positive
5636,Mau Dapat Beasiswa Indonesia Maju Program S1 Kemendikbud  Ini Syaratnya ,Positive
5188,Partai Garuda Papua Barat Tunggu Hasil Verifikasi Faktual di 8 DPC ,Positive
6008,Angkat Tema Fenomenologi Seni Pertunjukan Jawa UNDIP Selenggarakan Visiting Professor dari NUS ,Positive
2670,Presidensi G20 Indonesia Pulih Bersama Bangkit Lebih Hebat  Kementerian Koordinator Bidang Pembangunan Manusia dan Kebudayaan ,Positive
843,Harga Emas Dunia Naik Menyentuh Level Tertinggi Dalam Sebulan Terakhir ,Positive
5796,P3M2 Sosialisasi Beasiswa Santri dan Kader Ulama LPDP ,Positive
5552,Kisah Azka yang Raih Beasiswa ke Jepang Berkat Jadi Ketua Himpunan ,Positive
3708,Kaya Vitamin Ini 17 Manfaat Buah Mangga Untuk Kesehatan ,Positive
374,PT Garudafood Buka Lowongan Kerja untuk 3 Posisi Cek di Sini ,Positive
4116,Paralympic Tokyo 2020 Bulutangkis Berpeluang All Indonesia Final ,Positive
7230,Google Rilis Android 13 Beta 3 Ini Daftar Fitur Unik yang Ada ,Positive
6550,Demokrat Dukung Pertemuan Anies dengan Andika Contohkan AHY ,Positive
2938,Apa Kabar Wajib Militer Rusia Segini yang Sudah Mendaftar ,Positive
3684,7 Manfaat Buah Pisang untuk Kesehatan Terbukti Secara Klinis ,Positive
4453,Kesempatan Atlet Indonesia Berkompetisi di Liga Bisbol Jepang ,Positive
5410,Super Air Jet Buka Lowongan Kerja PramugariPramugara Lulusan SMA ,Positive
3906,Penerima Vaksin Booster RI Tembus 64 Juta Warga Ini 10 Provinsi Terbanyak ,Positive
4016,Olimpiade matematika,Positive
2952,Putin Buat Senjata Baru Bikin Tentara Rusia Anti,Positive
7332,Menerbangkan Drone di Kawasan TN Komodo Harus Punya Surat Izin ,Positive
5130,Museum di Jakarta yang Instagramable Tiket Daya Tarik dan Lokasi ,Positive
7275,Drone Emprit Bjorka Jadi Perbincangan Terpopuler Kalahkan Banjir ,Positive
3594,Selain Kesehatan Fisik Ahli Ingatkan Pentingnya Menjaga Kesehatan Mental Anak ,Positive
5302,6 Rekomendasi Tempat Wisata di Bandung dengan Harga Tiket TERBARU Agustus 2022 ,Positive
5149,Kapan Waktu Terbaik Berlibur ke Raja Ampat Ini Kondisi Musim di Bulan November,Positive
7062,Cak Imin Ungkap Akan Bertemu Puan Maharani Besok ,Positive
4932,Ternyata Ini Alasan Labuan Bajo Jadi Tuan Rumah DEWG Meeting ,Positive
5291,7 Rekomendasi Wisata Bandung Paling Dicari Wisatawan Nomor 3 Serasa Keliling Dunia ,Positive
5136,Museum Nabi Muhammad di Indonesia Bisa Menambah Devisa Negara ,Positive
7311,Drone Iran Ini Dirancang Khusus untuk Targetkan Kota Besar Israel ,Positive
346,Kisah Sukses Sudhamek Bos Garuda Food Sulap Bisnis Kecil Jadi Raksasa Konglomerat Jualan Kacang ,Positive
5931,36 Peserta Didik SMA Negeri se,Positive
5158,Info Paket Tur Sehari Raja Ampat Mulai Rp 17 Jutaan Bisa Berkeliling Piaynemo hingga Pasir Timbul ,Positive
1308,Airlangga Beberkan Cara RI Kejar Target Pemulihan Ekonomi di Tengah Ancaman Resesi 2023 ,Positive
6534,Ganjar Pranowo di antara Megawati dan Surya Paloh Menuju Pilpres 2024 ,Positive
3582,Kesehatan Mental Tidak Hanya Ditandai dengan Perasaan Bahagia ,Positive
5571,Beasiswa Universitas Islam Madinah Dibuka Kuliah Gratis dan Banyak Tunjangan ,Positive
1211,Melimpahnya Hasil Kopi Pemuda di Aceh Didorong Mampu Ciptakan Lapangan Kerja ,Positive
1605,Fakta Wajib Militer BTS Diawali Jin dan Comeback pada 2025 ,Positive
6205,Jadwal Konser Dewa 19 di Edutorium UMS Ada Harga Tiket dan Cara Belinya ,Positive
6843,Solidaritas PSI untuk Pendidikan Internet Gratis ke Pelosok dan Pemanfaatannya ,Positive
5072,Harga Tiket Museum Masuk Lubang Buaya dan Fasilitasnya ,Positive
5040,Garuda Indonesia Siapkan Tambahan Penerbangan untuk Mudik Lebaran 2022  merdeka ,Positive
522,Pakuwon Jati PWON akan Luncurkan Klaster Baru di Grand Pakuwon dan Pakuwon City ,Positive
5205,Kepulauan Raja Ampat sebagai Jantung Segitiga Terumbu Karang Dunia Apa Fungsinya ,Positive
451,Pengamat Sebut GOTO Punya Prospek Baik ,Positive
5682,Dosen UMM Ciptakan Jamu Herbal Cair untuk Ternak dengan Harga Terjangkau ,Positive
4936,Festival Golo Koe di Labuan Bajo Tonjolkan Kekayaan Budaya dan Spiritual Setempat ,Positive
3572,7 Hal yang Perlu Bunda Lakukan untuk Jaga Kesehatan Mental Anak ,Positive
6468,Komunitas Bajaj Jakarta Deklarasi Dukung Ganjar Pranowo di Pilpres 2024 ,Positive
6358,Teka Teki Pendamping Anies Baswedan di Pilpres 2024 Ini Tanggapan Kader Nasdem Gorontalo ,Positive
4307,Menpora Optimis Indonesia Bisa Kalahkan Qatar dalam Penunjukan Tuan Rumah Piala Asia 2023 ,Positive
1867,Keseruan Ayu Ting Ting Nonton Konser BTS di LA Syok Beli Jaket Harganya Selangit ,Positive
166,Gurita Bisnis Raffi Ahmad dari Youtube hingga Metaverse ,Positive
5613,Ingin Beasiswa Full Sarjana dari Pemkot Cilegon Ini Syarat dan Tata Caranya ,Positive
6716,NasDem Tentukan Capres Juni Anies hingga Andika Perkasa Masuk Bursa ,Positive
6194,4070 mahasiswa baru Universitas Muhammadiyah Surakarta ikuti Masta ,Positive
5717,Wakasal dorong lulusan UHT bantu bangun pemikiran masyarakat di bidang maritim ,Positive
5895,Kumpulan Soal OSN KSN Fisika SMA Tingkat Provinsi Lengkap dengan Solusi dan Kunci Jawaban Terbaru 2022 ,Positive
3637,3 Manfaat Buah Goji Berry untuk Kesehatan Baik untuk Anti Penuaan ,Positive
2036,Jadwal Tambahan Konser Justin Bieber di Jakarta Resmi Dibuka ,Positive
7367,Daftar Fitur Eksklusif iPadOS 16 untuk iPad M1 Mana Favoritmu ,Positive
7362,Spesifikasi Lengkap dan Harga iPad Air 2022 ,Positive
3939,Kementerian Komunikasi dan Informatika ,Positive
2474,Chevrolet Trax Dapat Generasi Baru di Amerika Serikat Semakin Canggih Dan Lengkap Fitur ,Positive
6743,Prananda Surya Paloh Pemilu 2024 Partai Nasdem Targetkan 100 Kursi di DPR RI ,Positive
3271,Cara  Syarat Mengaktifkan Kembali Kepesertaan BPJS Kesehatan ,Positive
4867,TJSL Jelang Labuan Bajo Marathon 2022 ,Positive
5614,Cara Daftar Beasiswa Cahaya Prestasi Untuk SD SMP SMA Hingga Mahasiswa ,Positive
6997,Ikuti Rakor KPU Ramza Husmen Sampaikan Sinergi Kemenag dalam Pemilu ,Positive
4443,PSSI Selalu Akomodir Keinginan Pelatih Timnas Indonesia ,Positive
5655,Dukung Kampus Merdeka dengan Inovasi ,Positive
5098,Mengunjungi Museum Radya Pustaka Solo Museum Tertua di Indonesia Berusia Lebih dari 200 Tahun ,Positive
6204,ITS PKU Muhammadiyah Surakarta Perdana Luluskan Wisudawan Keperawatan Anestesiologi ,Positive
1887,BTS Cetak Sejarah Lagi Jadi Artis Pertama dengan 4 Konser Sold Out di SoFi Stadium LA ,Positive
56,Ini Aneka Tantangan Bisnis Asuransi Jiwa di Tahun 2022 ,Positive
7012,Bacaleg Muda PAN Selamat PAN Resmi Lolos Jadi Peserta Pemilu 2024 ,Positive
701,Bukalapak BUKA 3 Kali Tawarkan Saham ke Karyawan Kenapa Harganya Tinggi ,Positive
4698,Eks Gelandang Timnas Kroasia U,Positive
2420,Amerika Serikat Kembali Kirim Paket Bantuan Militer Senilai 725 Juta Dolar AS untuk Ukraina ,Positive
7914,Bora Purple Mewarnai Samsung Galaxy S22 5G Menjadi Warna Tren Anak Muda 2022 ,Positive
5094,5 Museum Terbaik di Seoul Hadirkan Seni dan Sejarah Korea ,Positive
1838,BTS Konser di Las Vegas Seluruh Kota Berubah Jadi Ungu dan Siap Sambut ARMY ,Positive
952,Manfaat Presidensi G20 di Indonesia Tekan Masalah Global Termasuk Minyak Dunia ,Positive
6646,Antara Anies dan Jokowi Johnny G Plate Beberkan Komitmen Partai NasDem ,Positive
3577,5 Hal Sederhana untuk Jaga Kesehatan Mental Kamu ,Positive
5795,Ini Aturan Beasiswa LPDP untuk PNS TNI dan Polri ,Positive
4963,Restrukturisasi utang selamatkan Garuda Indonesia dari kritis ,Positive
6839,PSI Yakin Raja Juli Mampu Berkontribusi Besar Jadi Wamen ATRBPN ,Positive
366,PT Garudafood Buka Lowongan Kerja Tamatan SMA dan S1 Fresh Graduate Simak Posisi dan Kualifikasi ,Positive
7401,INILAH iPad Air 5G  Tablet Apple Terbaru 2022 Bocoran Harga Spesifikasi dan Release Date ,Positive
56,Ini Aneka Tantangan Bisnis Asuransi Jiwa di Tahun 2022 ,Positive
6179,Kunjungi UMS SMA Muhammadiyah Al Mujahiddin Gunungkidul Jalin Kerjasama ,Positive
5381,Syarat Terbaru Mudik Naik Pesawat Super Air Jet Mulai 20 April 2022 ,Positive
4807,8 Objek Wisata Bromo yang Wajib Kamu Kunjungi ,Positive
1826,BTS Dijadwalkan Gelar Konser di Busan World Expo 2030 ,Positive
500,Pakuwon Jati PWON Kantongi Penjualan Rp800 Miliar Berkat Insentif PPN DTP ,Positive
4331,Timnas U,Positive
7679,Mengkaji Kebijakan Mobil Listrik ,Positive
6813,Jokowi Optimistis PSI Akan jadi Partai Besar ,Positive
92,Asuransi Sinar Mas Incar Potensi Bisnis di Solo ,Positive
1339,Indonesia Didorong Jadi Harapan untuk Negara yang Terdampak Resesi ,Positive
816,Harga Emas Pegadaian Naik Saat Emas Dunia Turun ,Positive
7818,Mengetahui Cara Kerja Fitur Pemindai Wajah di Smartphone ,Positive
4961,Pemprov Bengkulu Dukung Optimalisasi Pelayanan Maskapai Garuda Indonesia ,Positive
1970,11 Quotes dari Lirik Lagu EXO Bikin Hati Adem dan Pikiran Positif ,Positive
3860,Salak Buah Ajaib Dengan Banyak Khasiat ,Positive
4165,Bela Diri Pencak Silat Indonesia ,Positive
5248,REKOMENDASI 10 Tempat Wisata di Bandung yang Hits Masih Menjadi Primadona Suasana Adem Cocok Buat Healing ,Positive
5813,Kerjasama Kemenag dan LPDP 2000 Guru Dapat Beasiswa S1 PJJ PAI ,Positive
1123,Begini Ngerinya Dunia Jika Resesi 2023 Menjadi Kenyataan ,Positive
3065,Diteror China Taiwan Pamer Jet Tercanggih Bisa Bawa Rudal ,Positive
5527,Anies Pamerkan Kawasan Kota Tua ke Para Pemimpin Kota Dunia ,Positive
1548,Sri Mulyani Siap Berburu Piutang Negara Rp170 T ,Positive
7088,Beredar Video Andi Arief Hanya Satu yang Buat Puan Maharani Menang Semua Ditangkapi ,Positive
3817,1000 Persen Bikin Sehat Cuma Doyan Makan Salak dengan Kulit Arinya Pria ini Bersyukur Jadi Jarang Keluar Uang Buat Beli Obat Lagi ,Positive
5955,Komitmen UNDIP Tingkatkan Kesejahteraan Mahasiswa Dengan Memberikan Makanan Bergizi ,Positive
6678,NasDem Asahan Serahkan 3 Hand Traktor untuk Kelompok Petani ,Positive
4315,Bidding Piala Asia 2023 Bulan Depan AFC Inspeksi Stadion Indonesia ,Positive
4482,Tim Bisbol Garuda Jakarta Wakili Indonesia pada Kejuaraan Asia Pacific U,Positive
6011,Tiga Mahasiswa FIB Undip Raih Juara 1 Lomba Poster dan Video Kemenko Perekonomian ,Positive
269,Harga IPO Emiten Haji Isam Rp 300Saham Listing 4 Agustus ,Positive
2569,China Peringatkan AS Kami Tak Akan Ragu Memulai Perang Atas Taiwan ,Positive
4380,Ketua Divisi Pembinaan Suporter PSSI Terima Kasih Kepada Menpora Dilibatkannya Suporter Dalam Implementasi UU No 11 Tahun 2022 ,Positive
5728,Unnes Kirim 2224 Mahasiswa ke 9 Daerah di Jateng untuk Apa ,Positive
5514,Proses Revitalisasi Kawasan Wisata Kota Tua untuk Kurangi PKL dan Parkir Liar ,Positive
2173,Mahaka Sports X Kuy Entertainment menggelar Celebrity Superstars Battle ,Positive
1208,2024 Sandiaga Bidik 44 Juta Lapangan Kerja Tercipta dari Ekonomi Kreatif ,Positive
3969,Menko PMK Hadiri Pencanangan Uji Klinis Vaksin Merah Putih Unair  Kementerian Koordinator Bidang Pembangunan Manusia dan Kebudayaan ,Positive
3329,AS Temukan Kasus Cacar Monyet Pertama Tahun Ini ,Positive
2673,Presidensi G20 Indonesia Recover Together Recover Stronger ,Positive
1241,Searce Gandeng Ayoconnect untuk Akselerasi Digitalisasi Perbankan ,Positive
4206,Mengenal 10 Teknik Dasar Pencak Silat ,Positive
320,Garudafood Teknologi Mempercepat Performance Analysis dan Decision Making ,Positive
4785,Update Tiket Masuk Bromo 2022 ,Positive
3642,Ini Sembilan Manfaat Buah Strawberry Bagi Kesehatan Tubuh ,Positive
7491,Dapat Fitur Baru Kapan iPhone 14 Rilis di Indonesia ,Positive
231,Bos Blibli dan Tiket Buka Suara soal Rencana IPO Tahun Ini ,Positive
2922,Rusia Siap Berdialog untuk Mencapai Tujuannya di Ukraina ,Positive
2841,PBB Akhirnya Izinkan Zelensky Berikan Pidato Virtual di Majelis Umum ,Positive
5930,Ini Sederet Prestasi 5 Siswa Penerima Golden Ticket SNMPTN Unair ,Positive
7080,Sosialisasikan Puan Maharani Relawan Gelar Senam Asik dan Aksi Peduli Masyarakat ,Positive
5053,Museum of Islamic Art Gift Shop Kembali Dibuka dengan Koleksi Tambahan ,Positive
3838,Buah Asli Indonesia Ini Dipercaya Memiliki Banyak Manfaat Benarkah ,Positive
1613,Big Hit Music Umumkan Buka Audisi Global 2022 Indonesia Bakal Disambangi ,Positive
5687,Hibah PKKM Perkuat Kinerja Joint Teaching Ilmu Komunikasi UNSOED di UNIB  Direktorat Jenderal Pendidikan Tinggi Kementerian Pendidikan dan Kebudayaan Republik Indonesia ,Positive
1821,Konser BTS 12 Maret mendatang disiarkan langsung 3 bioskop Indonesia ,Positive
7668,Ini Dia Perusahaan Mobil Listrik Inggris yang Digaet Erick ,Positive
4056,Loh Kean Yew Pencetak Sejarah untuk Singapura ,Positive
2845,Menlu China dan Ukraina Bertemu di Markas PBB ,Positive
6055,BEM Vokasi Universitas Indonesia Gelar Sosialisasi Untuk UMKM di Desa Eretan Kulon  Kabupaten Indramayu ,Positive
5505,Pemprov DKI Ajak Warga Makassar Wisata ke Kota Tua hingga Ancol ,Positive
2033,BLACKPINK Mengawali Tur Dunia dengan Konser Megah 2 Hari di Seoul Negara Lain Menunggu ,Positive
6333,Peran Umat Awam Merawat Panggilan Kaum Berjubah yang Bermasalah ,Positive
603,Pengen Beli Emas Antam Pantau Dulu Pekan Ini ,Positive
2203,Jadi Ayah Changmin TVXQ Sambut Kelahiran Putra Pertamanya ,Positive
2395,Muncul Bocoran Soal Girl Grup Baru YG Entertainment Hal Ini Bikin Netizen Antusias ,Positive
2267,CEO  CMO SM Entertainment Masuk Daftar 2022 Indie Power Players Billboard ,Positive
3712,Kemendag Terus Dorong Pengembangan Ekpor Buah Mangga ,Positive
7065,Saat Puan Maharani Turun ke Sawah dan Tandur Padi Maju ,Positive
1931,Rindu Penggemar Saat Wamil Suho EXO Sampai Mimpi Gelar Konser ,Positive
5324,5 Tempat Wisata di Bandung Terdekat yang Hits dan Instagramable Seperti Luar Negeri dengan Harga Tiket Murah ,Positive
5657,Kampus Merdeka Entrepreneur ,Positive
4627,Target PP Perbasi untuk Timnas Basket Putra di SEA Games 2022 ,Positive
4687,Raih Ballon dOr 2022 Karim Benzema Tak Ada Dendam untuk Timnas Prancis ,Positive
6507,Portal Resmi ,Positive
233,BEI Respons Kabar Tiket dan Blibli Segera IPO ,Positive
1768,6 Visual Girl Group JYP Entertainment ,Positive
6292,UPH Learning Hub Kini Hadir di Manado ,Positive
3077,RI Buka Suara soal Kisruh China vs Taiwan  Kedatangan Pelosi ,Positive
7801,Mengenal Teknologi Pengenalan Wajah Anak Bangsa yang Diakui Dunia ,Positive
7767,Selain sidik jari dan wajah berikut 3 fitur keamanan OPPO Reno8 Z 5G untuk jaga privasi ,Positive
5689,Pakar Menjawab Setelah Kemdikbud pakai model kemitraan vendor ala shadow organisation apa hasil dan dampaknya bagi dunia pendidikan ,Positive
7438,Cara Restart dan Force Restart di iPad Mini 6 Mudah dan Aman ,Positive
5633,Pendaftaran Beasiswa Al,Positive
2031,Akan Konser di Jakarta Berikut 5 Lagu Baru Justin Bieber untuk Nyatakan Cinta pada Pasangan ,Positive
3924,Satgas PMK intruksikan percepat distribusi vaksin hewan di Kaltim ,Positive
7903,Samsung Galaxy A04 Meluncur Global Sudah Lolos TKDN Indonesia ,Positive
101,Profil Rans Entertainment Kerajaan Bisnis Milik Raffi Ahmad dan Nagita Slavina ,Positive
5343,5 Tempat Wisata Kuliner di Bandung yang Murah Meriah ,Positive
6465,Dikenal sebagai Pendukung Ganjar Pranowo Denny Siregar Doakan Anies Bisa Jadi Presiden ke 2024 ,Positive
4527,Indonesia runner,Positive
301,Sudhamek AWS Pengusaha yang Masuk Jajaran Orang Kaya RI Berkat Jualan Camilan ,Positive
3732,Ahli Ungkap Aneka Manfaat Mangga bagi Kesehatan ,Positive
6139,UI dan UGM Kaji Tata Kelola Gedung Bertingkat ,Positive
6961,Sejarah Pemilu di Indonesia dari Masa ke Masa Mulai 1955 hingga 2019 ,Positive
2111,Tiket Final Party Sold Out 7 Jam Sejak Dibuka Nobar Yuk di KUY Entertainment ,Positive
6839,PSI Yakin Raja Juli Mampu Berkontribusi Besar Jadi Wamen ATRBPN ,Positive
5069,VIDEO Museum Taman Prasasti  TPU Modern Pertama di Dunia ,Positive
3737,Kandungan dan Manfaat Buah Mangga untuk Kesehatan Sumber Vitamin C dan Antioksidan ,Positive
1059,Tembus Rp 6361 Triliun Posisi Utang Indonesia Masih Aman ,Positive
2322,Mengenal Kim Balko Fashion Stylist di Balik Outfit Iconic Berbagai Idol K,Positive
6117,British Council EnglishScore Bantu Lompatan Inovasi Universitas di Indonesia ,Positive
2895,Cara Dapat Pajak Bumi dan Bangunan PBB Gratis bagi Warga DKI Jakarta ,Positive
7389,Apple Rilis Dukungan RAM Virtual di iPadOS 16 untuk iPad Berbasis M1 ,Positive
5071,Daftar Museum di Kota Bandung Tidak Hanya Gedung Sate atau Museum Konferensi Asia Afrika ,Positive
5646,Beasiswa Kuliah CIMB Niaga untuk Mahasiswa Semester 5 Daftar Yuk ,Positive
6055,BEM Vokasi Universitas Indonesia Gelar Sosialisasi Untuk UMKM di Desa Eretan Kulon  Kabupaten Indramayu ,Positive
7044,Di Hari Parlemen Puan Maharani Ajak Anggota Menyatu dengan Rakyat ,Positive
4161,Jalin Silaturahmi Antar Perguruan Pondok Pesantren Al Ismailiyun Gelar Turnamen Pencak Silat Cup Tahun 2022 Se,Positive
6493,Relawan Jabar Gelar Doa Bersama untuk Ganjar Pranowo di 2024 ,Positive
7381,Daftar harga iPad 8 iPad Pro dan seri lain di iBox Maret 2022 ,Positive
2081,Potret Alyssa Daguise Saat Bersama Justin Bieber di Panggung Konser Jadi Kenangan Tak Terlupakan ,Positive
4609,Meriahkan FIBA Asia Cup 2022 Bintang Timnas Basket Indonesia Digandeng Perusahaan Jam ,Positive
2374,Tunjukkan Pengaruhnya BLACKPINK Bikin Harga Saham YG Entertainment Meroket Berkat PINK VENOM ,Positive
5613,Ingin Beasiswa Full Sarjana dari Pemkot Cilegon Ini Syarat dan Tata Caranya ,Positive
3329,AS Temukan Kasus Cacar Monyet Pertama Tahun Ini ,Positive
7898,500 Juta Ponsel Samsung Galaxy Lawas Mendadak Dapat Update ,Positive
5789,Pendaftaran Beasiswa LPDP Segera Dibuka Ini Jadwal Lengkapnya ,Positive
4834,Pesona Gunung Bromo yang Wajib Dijadikan List Liburan Ketika ke Jawa Timur ,Positive
6781,Bawaslu Harus Pastikan Tahapan Mekanisme dan Prosedur Kepemiluan Berjalan Sebagaimana Mestinya ,Positive
1294,Dear Pak Jokowi Bank Dunia Ungkap Beratnya Luka Dalam RI ,Positive
7378,Daftar Harga iPad Mini 6 di Indonesia ,Positive
